type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2020-09-20 02:37:54,25.67271782,-100.38033822,5,603.000,,12.780,358,14,18,,
T,2020-09-20 02:37:55,25.67283460,-100.38033985,5,604.000,,13.010,359,14,18,,
T,2020-09-20 02:37:56,25.67295233,-100.38033670,5,604.000,,13.320,359,14,18,,
T,2020-09-20 02:37:57,25.67307467,-100.38033550,5,605.000,,13.590,1,14,18,,
T,2020-09-20 02:37:58,25.67319399,-100.38032653,5,605.000,,13.910,3,14,18,,
T,2020-09-20 02:37:59,25.67332172,-100.38030901,5,606.000,,14.290,6,14,18,,
T,2020-09-20 02:38:00,25.67345480,-100.38028472,5,607.000,,14.730,8,14,18,,
T,2020-09-20 02:38:01,25.67358950,-100.38026040,5,607.000,,15.160,10,13,18,,
T,2020-09-20 02:38:02,25.67373008,-100.38023094,5,608.000,,15.490,12,13,18,,
T,2020-09-20 02:38:03,25.67387167,-100.38019386,5,609.000,,15.860,14,13,18,,
T,2020-09-20 02:38:04,25.67401112,-100.38014782,5,610.000,,16.210,17,13,18,,
T,2020-09-20 02:38:05,25.67415167,-100.38009436,5,611.000,,16.430,19,13,18,,
T,2020-09-20 02:38:06,25.67429370,-100.38003511,5,612.000,,16.770,22,13,18,,
T,2020-09-20 02:38:07,25.67443284,-100.37996265,5,613.000,,17.030,24,13,18,,
T,2020-09-20 02:38:08,25.67457142,-100.37988644,5,615.000,,17.160,26,13,18,,
T,2020-09-20 02:38:09,25.67470864,-100.37980312,5,616.000,,17.240,29,13,18,,
T,2020-09-20 02:38:10,25.67484606,-100.37971527,5,617.000,,17.340,31,13,18,,
T,2020-09-20 02:38:11,25.67497800,-100.37962157,5,618.000,,17.500,34,12,18,,
T,2020-09-20 02:38:12,25.67510293,-100.37951559,5,619.000,,17.610,37,13,18,,
T,2020-09-20 02:38:13,25.67522538,-100.37940247,5,620.000,,17.780,39,13,18,,
T,2020-09-20 02:38:14,25.67534964,-100.37928152,5,621.000,,18.020,42,13,18,,
T,2020-09-20 02:38:15,25.67546933,-100.37915295,5,621.000,,18.290,44,13,18,,
T,2020-09-20 02:38:16,25.67558298,-100.37901597,5,622.000,,18.600,47,13,18,,
T,2020-09-20 02:38:17,25.67569697,-100.37887259,5,624.000,,18.920,48,13,18,,
T,2020-09-20 02:38:18,25.67581388,-100.37872816,5,625.000,,19.210,48,13,18,,
T,2020-09-20 02:38:19,25.67592863,-100.37857952,5,626.000,,19.450,49,13,18,,
T,2020-09-20 02:38:20,25.67604245,-100.37842761,5,627.000,,19.610,49,13,18,,
T,2020-09-20 02:38:21,25.67615769,-100.37828062,5,627.000,,19.610,49,13,18,,
T,2020-09-20 02:38:22,25.67627283,-100.37813104,5,628.000,,19.570,49,12,18,,
T,2020-09-20 02:38:23,25.67638816,-100.37798334,5,628.000,,19.560,49,12,18,,
T,2020-09-20 02:38:24,25.67650487,-100.37783426,5,628.000,,19.620,49,12,18,,
T,2020-09-20 02:38:25,25.67662350,-100.37768483,5,628.000,,19.740,49,12,18,,
T,2020-09-20 02:38:26,25.67674426,-100.37753415,5,628.000,,19.880,49,12,18,,
T,2020-09-20 02:38:27,25.67686514,-100.37738834,5,628.000,,19.910,48,12,18,,
T,2020-09-20 02:38:28,25.67699412,-100.37725204,5,628.000,,19.640,44,12,18,,
T,2020-09-20 02:38:29,25.67713118,-100.37713126,5,628.000,,19.420,39,12,18,,
T,2020-09-20 02:38:30,25.67727696,-100.37702827,5,628.000,,19.090,33,12,18,,
T,2020-09-20 02:38:31,25.67743091,-100.37693747,5,628.000,,19.260,28,12,18,,
T,2020-09-20 02:38:32,25.67759172,-100.37686038,5,628.000,,19.530,23,12,17,,
T,2020-09-20 02:38:33,25.67776532,-100.37680218,5,628.000,,19.770,18,12,17,,
T,2020-09-20 02:38:34,25.67794261,-100.37676490,5,627.000,,19.950,12,12,17,,
T,2020-09-20 02:38:35,25.67812204,-100.37674361,5,627.000,,20.070,6,12,17,,
T,2020-09-20 02:38:36,25.67830216,-100.37674151,5,627.000,,20.170,1,12,18,,
T,2020-09-20 02:38:37,25.67848580,-100.37676394,5,627.000,,20.350,354,12,18,,
T,2020-09-20 02:38:38,25.67867080,-100.37680181,5,627.000,,20.520,350,12,18,,
T,2020-09-20 02:38:39,25.67885310,-100.37684743,5,627.000,,20.580,347,12,18,,
T,2020-09-20 02:38:40,25.67903320,-100.37689348,5,628.000,,20.290,347,12,18,,
T,2020-09-20 02:38:41,25.67921054,-100.37692786,5,628.000,,19.900,348,12,18,,
T,2020-09-20 02:38:42,25.67938538,-100.37696193,5,630.000,,19.560,349,12,18,,
T,2020-09-20 02:38:43,25.67955638,-100.37699559,5,631.000,,19.310,350,12,18,,
T,2020-09-20 02:38:44,25.67972343,-100.37702992,5,633.000,,19.070,349,12,18,,
T,2020-09-20 02:38:45,25.67989153,-100.37707206,5,634.000,,18.850,347,12,18,,
T,2020-09-20 02:38:46,25.68005562,-100.37711628,5,635.000,,18.640,346,12,18,,
T,2020-09-20 02:38:47,25.68022176,-100.37715617,5,637.000,,18.490,346,12,18,,
T,2020-09-20 02:38:48,25.68038280,-100.37719718,5,638.000,,18.280,346,12,18,,
T,2020-09-20 02:38:49,25.68054273,-100.37723996,5,639.000,,18.260,346,12,18,,
T,2020-09-20 02:38:50,25.68070707,-100.37728132,5,640.000,,18.510,346,12,18,,
T,2020-09-20 02:38:51,25.68087186,-100.37732635,5,642.000,,18.850,347,12,18,,
T,2020-09-20 02:38:52,25.68104142,-100.37737052,5,642.000,,19.310,347,12,18,,
T,2020-09-20 02:38:53,25.68121186,-100.37741590,5,643.000,,19.610,346,12,18,,
T,2020-09-20 02:38:54,25.68138351,-100.37746307,5,645.000,,19.570,347,12,18,,
T,2020-09-20 02:38:55,25.68155357,-100.37750923,5,646.000,,19.200,347,10,18,,
T,2020-09-20 02:38:56,25.68171801,-100.37755245,5,648.000,,18.820,346,10,18,,
T,2020-09-20 02:38:57,25.68188159,-100.37759638,5,650.000,,18.650,346,10,18,,
T,2020-09-20 02:38:58,25.68204264,-100.37764120,5,652.000,,18.470,346,10,18,,
T,2020-09-20 02:38:59,25.68219831,-100.37768811,5,654.000,,18.260,345,10,18,,
T,2020-09-20 02:39:00,25.68235417,-100.37774111,5,656.000,,18.030,343,10,18,,
T,2020-09-20 02:39:01,25.68250489,-100.37780429,5,657.000,,17.840,339,10,18,,
T,2020-09-20 02:39:02,25.68265194,-100.37787398,5,659.000,,17.670,337,10,18,,
T,2020-09-20 02:39:03,25.68279425,-100.37794470,5,660.000,,17.490,335,10,18,,
T,2020-09-20 02:39:04,25.68293432,-100.37802319,5,662.000,,17.350,333,10,18,,
T,2020-09-20 02:39:05,25.68307130,-100.37810085,5,664.000,,17.200,332,10,18,,
T,2020-09-20 02:39:06,25.68320621,-100.37818078,5,666.000,,17.010,332,10,18,,
T,2020-09-20 02:39:07,25.68333740,-100.37826574,5,668.000,,16.800,331,10,18,,
T,2020-09-20 02:39:08,25.68346464,-100.37835702,5,670.000,,16.690,327,10,18,,
T,2020-09-20 02:39:09,25.68358213,-100.37845437,5,671.000,,16.450,324,10,18,,
T,2020-09-20 02:39:10,25.68369747,-100.37855948,5,673.000,,16.630,321,10,18,,
T,2020-09-20 02:39:11,25.68380941,-100.37866790,5,675.000,,16.850,319,10,18,,
T,2020-09-20 02:39:12,25.68392840,-100.37878657,5,676.000,,17.310,318,10,18,,
T,2020-09-20 02:39:13,25.68404603,-100.37890569,5,677.000,,17.740,318,10,18,,
T,2020-09-20 02:39:14,25.68416251,-100.37902788,5,678.000,,18.250,317,10,18,,
T,2020-09-20 02:39:15,25.68428330,-100.37915547,5,679.000,,18.740,317,10,18,,
T,2020-09-20 02:39:16,25.68440725,-100.37928866,5,680.000,,19.280,317,10,18,,
T,2020-09-20 02:39:17,25.68453942,-100.37942043,5,682.000,,19.530,318,10,18,,
T,2020-09-20 02:39:18,25.68467014,-100.37955420,5,684.000,,19.570,318,10,18,,
T,2020-09-20 02:39:19,25.68479797,-100.37967439,5,686.000,,19.070,318,10,18,,
T,2020-09-20 02:39:20,25.68493209,-100.37979120,5,686.000,,19.030,320,10,18,,
T,2020-09-20 02:39:21,25.68507265,-100.37990228,5,688.000,,19.130,325,10,18,,
T,2020-09-20 02:39:22,25.68522136,-100.38000001,5,691.000,,19.190,330,10,18,,
T,2020-09-20 02:39:23,25.68537776,-100.38007760,5,694.000,,19.110,335,11,18,,
T,2020-09-20 02:39:24,25.68554051,-100.38013925,5,696.000,,19.090,340,11,18,,
T,2020-09-20 02:39:25,25.68570979,-100.38018968,5,698.000,,19.120,344,11,18,,
T,2020-09-20 02:39:26,25.68587440,-100.38023993,5,700.000,,19.050,345,11,18,,
T,2020-09-20 02:39:27,25.68603637,-100.38029397,5,703.000,,19.000,344,11,18,,
T,2020-09-20 02:39:28,25.68619525,-100.38036017,5,705.000,,18.780,340,11,18,,
T,2020-09-20 02:39:29,25.68634605,-100.38044288,5,708.000,,18.640,334,11,18,,
T,2020-09-20 02:39:30,25.68649033,-100.38054309,5,710.000,,18.660,328,11,18,,
T,2020-09-20 02:39:31,25.68662850,-100.38065456,5,713.000,,18.780,324,11,18,,
T,2020-09-20 02:39:32,25.68676303,-100.38076588,5,715.000,,18.610,323,11,18,,
T,2020-09-20 02:39:33,25.68689496,-100.38087765,5,717.000,,18.590,324,11,18,,
T,2020-09-20 02:39:34,25.68703016,-100.38098582,5,719.000,,18.570,324,11,18,,
T,2020-09-20 02:39:35,25.68717278,-100.38109044,5,721.000,,18.670,326,11,18,,
T,2020-09-20 02:39:36,25.68731448,-100.38119048,5,724.000,,18.630,328,11,18,,
T,2020-09-20 02:39:37,25.68746181,-100.38128622,5,726.000,,18.600,329,12,18,,
T,2020-09-20 02:39:38,25.68760537,-100.38138104,5,729.000,,18.860,329,12,18,,
T,2020-09-20 02:39:39,25.68775156,-100.38146816,5,732.000,,18.530,331,12,18,,
T,2020-09-20 02:39:40,25.68789616,-100.38155585,5,734.000,,18.470,331,12,18,,
T,2020-09-20 02:39:41,25.68804123,-100.38164408,5,737.000,,18.400,331,12,18,,
T,2020-09-20 02:39:42,25.68818815,-100.38173585,5,738.000,,18.380,331,12,18,,
T,2020-09-20 02:39:43,25.68833255,-100.38182740,5,740.000,,18.420,331,12,18,,
T,2020-09-20 02:39:44,25.68847776,-100.38191475,5,742.000,,18.360,331,11,18,,
T,2020-09-20 02:39:45,25.68862261,-100.38199992,5,744.000,,18.300,331,11,18,,
T,2020-09-20 02:39:46,25.68876468,-100.38208794,5,746.000,,17.990,331,10,18,,
T,2020-09-20 02:39:47,25.68890070,-100.38217133,5,747.000,,17.220,331,11,18,,
T,2020-09-20 02:39:48,25.68902563,-100.38224918,5,747.000,,16.410,330,11,18,,
T,2020-09-20 02:39:49,25.68914783,-100.38232637,5,748.000,,15.770,330,11,18,,
T,2020-09-20 02:39:50,25.68926844,-100.38240681,5,748.000,,15.450,330,11,18,,
T,2020-09-20 02:39:51,25.68938908,-100.38247624,5,748.000,,15.100,332,11,18,,
T,2020-09-20 02:39:52,25.68951299,-100.38253321,5,748.000,,14.830,337,11,18,,
T,2020-09-20 02:39:53,25.68965058,-100.38257670,5,748.000,,15.320,344,12,18,,
T,2020-09-20 02:39:54,25.68978590,-100.38259191,5,748.000,,15.210,352,12,18,,
T,2020-09-20 02:39:55,25.68992727,-100.38258141,5,747.000,,15.430,2,12,18,,
T,2020-09-20 02:39:56,25.69006692,-100.38254127,5,746.000,,15.730,12,12,18,,
T,2020-09-20 02:39:57,25.69019979,-100.38247785,5,745.000,,16.110,22,12,18,,
T,2020-09-20 02:39:58,25.69033179,-100.38240039,5,744.000,,16.580,27,12,18,,
T,2020-09-20 02:39:59,25.69046713,-100.38231138,5,741.000,,17.210,31,12,18,,
T,2020-09-20 02:40:00,25.69060499,-100.38221557,5,740.000,,17.860,32,12,18,,
T,2020-09-20 02:40:01,25.69075038,-100.38212409,5,739.000,,18.240,31,12,18,,
T,2020-09-20 02:40:02,25.69089667,-100.38204585,5,738.000,,18.410,27,12,18,,
T,2020-09-20 02:40:03,25.69105319,-100.38198147,5,737.000,,18.480,21,12,18,,
T,2020-09-20 02:40:04,25.69121386,-100.38193486,5,736.000,,18.500,15,12,18,,
T,2020-09-20 02:40:05,25.69137962,-100.38190424,5,736.000,,18.630,10,12,18,,
T,2020-09-20 02:40:06,25.69154890,-100.38187834,5,735.000,,18.870,8,12,18,,
T,2020-09-20 02:40:07,25.69171976,-100.38185191,5,733.000,,19.010,8,12,18,,
T,2020-09-20 02:40:08,25.69189550,-100.38182495,5,732.000,,19.740,7,12,18,,
T,2020-09-20 02:40:09,25.69207894,-100.38180138,5,730.000,,20.280,7,12,18,,
T,2020-09-20 02:40:10,25.69226940,-100.38177397,5,728.000,,21.020,7,12,18,,
T,2020-09-20 02:40:11,25.69246594,-100.38174704,5,725.000,,21.770,7,12,18,,
T,2020-09-20 02:40:12,25.69266740,-100.38172092,5,723.000,,22.320,7,12,18,,
T,2020-09-20 02:40:13,25.69286996,-100.38169353,5,722.000,,22.640,7,12,18,,
T,2020-09-20 02:40:14,25.69307165,-100.38166487,5,722.000,,22.650,7,12,18,,
T,2020-09-20 02:40:15,25.69327247,-100.38163498,5,722.000,,22.500,8,12,18,,
T,2020-09-20 02:40:16,25.69346983,-100.38159856,5,721.000,,22.370,9,12,18,,
T,2020-09-20 02:40:17,25.69366795,-100.38155911,5,720.000,,22.300,11,12,18,,
T,2020-09-20 02:40:18,25.69386314,-100.38151631,5,720.000,,22.230,11,12,18,,
T,2020-09-20 02:40:19,25.69405816,-100.38147801,5,720.000,,22.110,10,12,18,,
T,2020-09-20 02:40:20,25.69425468,-100.38144254,5,720.000,,21.970,9,12,18,,
T,2020-09-20 02:40:21,25.69444656,-100.38140716,5,720.000,,21.730,9,12,18,,
T,2020-09-20 02:40:22,25.69463436,-100.38136852,5,721.000,,21.220,10,12,18,,
T,2020-09-20 02:40:23,25.69481625,-100.38132735,5,721.000,,20.610,12,12,18,,
T,2020-09-20 02:40:24,25.69499388,-100.38128298,5,721.000,,20.200,13,12,18,,
T,2020-09-20 02:40:25,25.69516740,-100.38122883,5,721.000,,19.980,15,12,18,,
T,2020-09-20 02:40:26,25.69533362,-100.38115878,5,722.000,,19.740,20,12,18,,
T,2020-09-20 02:40:27,25.69549357,-100.38106989,5,722.000,,19.450,26,12,18,,
T,2020-09-20 02:40:28,25.69563903,-100.38096521,5,723.000,,19.270,32,12,18,,
T,2020-09-20 02:40:29,25.69577377,-100.38084433,5,723.000,,19.210,39,12,18,,
T,2020-09-20 02:40:30,25.69589530,-100.38070742,5,723.000,,19.240,45,12,18,,
T,2020-09-20 02:40:31,25.69600129,-100.38055646,5,722.000,,19.400,51,12,18,,
T,2020-09-20 02:40:32,25.69609319,-100.38038950,5,722.000,,19.660,57,11,18,,
T,2020-09-20 02:40:33,25.69617300,-100.38021233,5,721.000,,19.790,64,11,17,,
T,2020-09-20 02:40:34,25.69623245,-100.38002578,5,720.000,,20.030,70,11,17,,
T,2020-09-20 02:40:35,25.69627999,-100.37983165,5,718.000,,20.200,75,11,17,,
T,2020-09-20 02:40:36,25.69632033,-100.37963819,5,717.000,,20.000,78,11,17,,
T,2020-09-20 02:40:37,25.69635657,-100.37944755,5,715.000,,19.540,79,11,18,,
T,2020-09-20 02:40:38,25.69639051,-100.37927072,5,714.000,,18.550,79,11,18,,
T,2020-09-20 02:40:39,25.69641247,-100.37910630,5,713.000,,16.780,81,11,18,,
T,2020-09-20 02:40:40,25.69641998,-100.37895019,5,711.000,,16.010,87,11,18,,
T,2020-09-20 02:40:41,25.69640783,-100.37878930,5,711.000,,16.100,94,11,18,,
T,2020-09-20 02:40:42,25.69637435,-100.37863176,5,710.000,,16.150,103,11,18,,
T,2020-09-20 02:40:43,25.69631499,-100.37848751,5,709.000,,15.930,113,11,18,,
T,2020-09-20 02:40:44,25.69623999,-100.37835270,5,709.000,,15.680,120,11,18,,
T,2020-09-20 02:40:45,25.69616806,-100.37821894,5,709.000,,15.670,121,11,18,,
T,2020-09-20 02:40:46,25.69608754,-100.37808325,5,709.000,,16.040,121,11,18,,
T,2020-09-20 02:40:47,25.69601408,-100.37794222,5,709.000,,16.030,118,11,18,,
T,2020-09-20 02:40:48,25.69595508,-100.37779930,5,710.000,,15.580,114,11,18,,
T,2020-09-20 02:40:49,25.69590528,-100.37765747,5,711.000,,15.250,111,11,18,,
T,2020-09-20 02:40:50,25.69586967,-100.37751416,5,711.000,,15.040,106,11,18,,
T,2020-09-20 02:40:51,25.69584551,-100.37737077,5,711.000,,14.810,100,11,18,,
T,2020-09-20 02:40:52,25.69583311,-100.37722373,5,712.000,,14.670,96,11,18,,
T,2020-09-20 02:40:53,25.69582072,-100.37707349,5,712.000,,14.990,94,11,18,,
T,2020-09-20 02:40:54,25.69581140,-100.37692381,5,712.000,,15.360,93,11,18,,
T,2020-09-20 02:40:55,25.69580389,-100.37676685,5,711.000,,15.760,94,11,18,,
T,2020-09-20 02:40:56,25.69579623,-100.37660299,5,710.000,,16.350,93,11,18,,
T,2020-09-20 02:40:57,25.69578819,-100.37643680,5,708.000,,16.730,93,11,18,,
T,2020-09-20 02:40:58,25.69577916,-100.37626561,5,707.000,,17.090,93,11,18,,
T,2020-09-20 02:40:59,25.69577010,-100.37608822,5,704.000,,17.600,93,11,18,,
T,2020-09-20 02:41:00,25.69575668,-100.37590285,5,702.000,,18.510,94,11,18,,
T,2020-09-20 02:41:01,25.69574487,-100.37570907,5,699.000,,19.490,94,11,18,,
T,2020-09-20 02:41:02,25.69573252,-100.37550534,5,697.000,,20.490,94,11,18,,
T,2020-09-20 02:41:03,25.69571862,-100.37530371,5,696.000,,20.480,94,11,18,,
T,2020-09-20 02:41:04,25.69570552,-100.37511075,5,695.000,,19.560,95,11,18,,
T,2020-09-20 02:41:05,25.69569657,-100.37493124,5,694.000,,18.400,94,11,18,,
T,2020-09-20 02:41:06,25.69569129,-100.37476125,5,693.000,,17.090,92,11,18,,
T,2020-09-20 02:41:07,25.69569925,-100.37460014,5,693.000,,16.460,88,11,18,,
T,2020-09-20 02:41:08,25.69572167,-100.37444186,5,692.000,,15.970,82,11,18,,
T,2020-09-20 02:41:09,25.69576282,-100.37429418,5,692.000,,15.640,74,11,18,,
T,2020-09-20 02:41:10,25.69582097,-100.37415281,5,692.000,,15.480,67,11,18,,
T,2020-09-20 02:41:11,25.69588795,-100.37401811,5,692.000,,15.500,62,11,18,,
T,2020-09-20 02:41:12,25.69596232,-100.37388653,5,692.000,,15.600,59,11,18,,
T,2020-09-20 02:41:13,25.69604152,-100.37375877,5,692.000,,15.420,57,11,18,,
T,2020-09-20 02:41:14,25.69612165,-100.37363808,5,691.000,,14.950,54,11,18,,
T,2020-09-20 02:41:15,25.69620254,-100.37353244,5,691.000,,14.120,51,11,18,,
T,2020-09-20 02:41:16,25.69628768,-100.37343914,5,691.000,,13.440,46,11,18,,
T,2020-09-20 02:41:17,25.69638136,-100.37336145,5,690.000,,12.850,39,11,18,,
T,2020-09-20 02:41:18,25.69648263,-100.37330854,5,689.000,,12.360,28,11,18,,
T,2020-09-20 02:41:19,25.69659236,-100.37327877,5,689.000,,12.520,16,11,18,,
T,2020-09-20 02:41:20,25.69670737,-100.37324945,5,688.000,,12.790,14,11,18,,
T,2020-09-20 02:41:21,25.69682196,-100.37321820,5,687.000,,13.170,15,11,18,,
T,2020-09-20 02:41:22,25.69693556,-100.37317107,5,686.000,,13.760,19,11,18,,
T,2020-09-20 02:41:23,25.69705726,-100.37311079,5,685.000,,14.630,24,11,18,,
T,2020-09-20 02:41:24,25.69717822,-100.37303497,5,684.000,,15.140,29,11,18,,
T,2020-09-20 02:41:25,25.69728836,-100.37294766,5,683.000,,14.970,36,11,18,,
T,2020-09-20 02:41:26,25.69738306,-100.37285155,5,682.000,,14.330,41,11,18,,
T,2020-09-20 02:41:27,25.69746328,-100.37274719,5,681.000,,13.790,50,12,18,,
T,2020-09-20 02:41:28,25.69753826,-100.37263198,5,680.000,,14.070,54,12,18,,
T,2020-09-20 02:41:29,25.69761519,-100.37251483,5,679.000,,14.290,54,12,18,,
T,2020-09-20 02:41:30,25.69768641,-100.37240238,5,678.000,,13.950,55,12,18,,
T,2020-09-20 02:41:31,25.69775542,-100.37228810,5,677.000,,13.510,57,12,18,,
T,2020-09-20 02:41:32,25.69781624,-100.37217254,5,676.000,,13.240,60,12,18,,
T,2020-09-20 02:41:33,25.69786047,-100.37205557,5,675.000,,12.890,67,12,18,,
T,2020-09-20 02:41:34,25.69788450,-100.37193985,5,674.000,,12.390,77,12,18,,
T,2020-09-20 02:41:35,25.69789455,-100.37182227,5,673.000,,12.070,84,10,18,,
T,2020-09-20 02:41:36,25.69789289,-100.37170400,5,672.000,,11.580,90,10,18,,
T,2020-09-20 02:41:37,25.69788152,-100.37159137,5,671.000,,11.220,95,10,18,,
T,2020-09-20 02:41:38,25.69785631,-100.37147854,5,670.000,,11.480,102,10,18,,
T,2020-09-20 02:41:39,25.69781723,-100.37136993,5,669.000,,11.600,110,10,18,,
T,2020-09-20 02:41:40,25.69775920,-100.37127110,5,668.000,,11.720,120,10,18,,
T,2020-09-20 02:41:41,25.69768543,-100.37117553,5,668.000,,12.110,128,12,18,,
T,2020-09-20 02:41:42,25.69760961,-100.37108442,5,667.000,,12.360,133,12,18,,
T,2020-09-20 02:41:43,25.69752367,-100.37099846,5,666.000,,12.740,138,12,18,,
T,2020-09-20 02:41:44,25.69742999,-100.37091808,5,666.000,,13.130,142,12,18,,
T,2020-09-20 02:41:45,25.69732507,-100.37084680,5,665.000,,13.510,147,12,18,,
T,2020-09-20 02:41:46,25.69721860,-100.37077373,5,664.000,,13.790,148,12,18,,
T,2020-09-20 02:41:47,25.69710921,-100.37069898,5,664.000,,13.820,148,11,18,,
T,2020-09-20 02:41:48,25.69700229,-100.37062081,5,663.000,,13.940,146,11,18,,
T,2020-09-20 02:41:49,25.69690123,-100.37053510,5,662.000,,14.150,144,11,18,,
T,2020-09-20 02:41:50,25.69680584,-100.37044367,5,662.000,,14.290,140,11,18,,
T,2020-09-20 02:41:51,25.69671166,-100.37034719,5,662.000,,14.360,136,11,18,,
T,2020-09-20 02:41:52,25.69662082,-100.37023864,5,661.000,,14.600,133,11,18,,
T,2020-09-20 02:41:53,25.69654597,-100.37012511,5,661.000,,14.490,128,11,18,,
T,2020-09-20 02:41:54,25.69646940,-100.37000582,5,661.000,,14.560,125,11,18,,
T,2020-09-20 02:41:55,25.69639760,-100.36988578,5,660.000,,14.490,124,11,18,,
T,2020-09-20 02:41:56,25.69632541,-100.36977230,5,659.000,,14.260,124,11,18,,
T,2020-09-20 02:41:57,25.69624865,-100.36965763,5,658.000,,14.110,126,11,18,,
T,2020-09-20 02:41:58,25.69616404,-100.36955012,5,657.000,,14.200,131,12,18,,
T,2020-09-20 02:41:59,25.69606911,-100.36945652,5,656.000,,14.240,138,12,18,,
T,2020-09-20 02:42:00,25.69596916,-100.36937789,5,655.000,,14.270,143,12,18,,
T,2020-09-20 02:42:01,25.69586416,-100.36930029,5,655.000,,14.230,147,12,18,,
T,2020-09-20 02:42:02,25.69575541,-100.36922400,5,654.000,,14.170,148,12,18,,
T,2020-09-20 02:42:03,25.69565422,-100.36915094,5,653.000,,13.890,148,12,18,,
T,2020-09-20 02:42:04,25.69555504,-100.36908086,5,653.000,,13.170,148,12,18,,
T,2020-09-20 02:42:05,25.69546208,-100.36901397,5,652.000,,12.080,146,12,18,,
T,2020-09-20 02:42:06,25.69538338,-100.36894431,5,653.000,,11.010,141,12,18,,
T,2020-09-20 02:42:07,25.69531631,-100.36886482,5,653.000,,10.820,133,12,18,,
T,2020-09-20 02:42:08,25.69526172,-100.36876972,5,652.000,,10.910,123,12,18,,
T,2020-09-20 02:42:09,25.69522455,-100.36866510,5,652.000,,11.010,112,11,18,,
T,2020-09-20 02:42:10,25.69520267,-100.36855285,5,652.000,,11.280,102,11,18,,
T,2020-09-20 02:42:11,25.69520195,-100.36843971,5,650.000,,11.640,93,11,18,,
T,2020-09-20 02:42:12,25.69522059,-100.36832442,5,649.000,,11.740,82,12,18,,
T,2020-09-20 02:42:13,25.69526500,-100.36821339,5,649.000,,11.910,67,12,18,,
T,2020-09-20 02:42:14,25.69533079,-100.36811310,5,648.000,,12.320,54,12,18,,
T,2020-09-20 02:42:15,25.69541390,-100.36801988,5,647.000,,12.780,45,12,18,,
T,2020-09-20 02:42:16,25.69550589,-100.36793031,5,646.000,,13.170,42,12,18,,
T,2020-09-20 02:42:17,25.69559649,-100.36784090,5,644.000,,13.280,41,12,18,,
T,2020-09-20 02:42:18,25.69569459,-100.36776674,5,644.000,,13.220,37,10,18,,
T,2020-09-20 02:42:19,25.69580508,-100.36770013,5,643.000,,13.480,29,10,18,,
T,2020-09-20 02:42:20,25.69592074,-100.36765287,5,643.000,,13.610,21,10,18,,
T,2020-09-20 02:42:21,25.69603647,-100.36763149,5,642.000,,13.030,11,10,18,,
T,2020-09-20 02:42:22,25.69615635,-100.36763755,5,641.000,,13.220,359,11,18,,
T,2020-09-20 02:42:23,25.69627710,-100.36766970,5,639.000,,13.560,348,12,18,,
T,2020-09-20 02:42:24,25.69639628,-100.36772699,5,638.000,,14.120,339,12,18,,
T,2020-09-20 02:42:25,25.69650973,-100.36780279,5,637.000,,14.510,330,12,18,,
T,2020-09-20 02:42:26,25.69661819,-100.36788712,5,636.000,,14.770,326,12,18,,
T,2020-09-20 02:42:27,25.69672812,-100.36797669,5,636.000,,14.780,324,12,18,,
T,2020-09-20 02:42:28,25.69683242,-100.36806505,5,634.000,,14.840,323,12,18,,
T,2020-09-20 02:42:29,25.69693862,-100.36815459,5,633.000,,14.940,323,12,18,,
T,2020-09-20 02:42:30,25.69704709,-100.36824335,5,632.000,,15.050,323,12,18,,
T,2020-09-20 02:42:31,25.69715660,-100.36833676,5,632.000,,15.100,323,12,18,,
T,2020-09-20 02:42:32,25.69725998,-100.36843357,5,631.000,,15.040,321,12,18,,
T,2020-09-20 02:42:33,25.69736221,-100.36853235,5,630.000,,14.880,319,12,18,,
T,2020-09-20 02:42:34,25.69745724,-100.36863223,5,629.000,,14.630,317,12,18,,
T,2020-09-20 02:42:35,25.69755001,-100.36873400,5,628.000,,14.420,316,12,18,,
T,2020-09-20 02:42:36,25.69764399,-100.36883074,5,627.000,,14.380,317,12,18,,
T,2020-09-20 02:42:37,25.69774183,-100.36892486,5,626.000,,14.480,319,12,18,,
T,2020-09-20 02:42:38,25.69784801,-100.36901634,5,626.000,,14.650,322,12,18,,
T,2020-09-20 02:42:39,25.69795175,-100.36910193,5,625.000,,14.680,324,12,18,,
T,2020-09-20 02:42:40,25.69805855,-100.36918700,5,624.000,,14.590,325,12,18,,
T,2020-09-20 02:42:41,25.69816590,-100.36926905,5,624.000,,14.390,325,12,18,,
T,2020-09-20 02:42:42,25.69827013,-100.36935368,5,623.000,,14.290,324,12,18,,
T,2020-09-20 02:42:43,25.69837380,-100.36943492,5,623.000,,14.260,325,12,18,,
T,2020-09-20 02:42:44,25.69848006,-100.36951591,5,622.000,,14.310,325,12,18,,
T,2020-09-20 02:42:45,25.69858667,-100.36959619,5,621.000,,14.370,325,12,18,,
T,2020-09-20 02:42:46,25.69869500,-100.36967617,5,621.000,,14.390,326,12,18,,
T,2020-09-20 02:42:47,25.69879918,-100.36975786,5,620.000,,14.310,325,12,18,,
T,2020-09-20 02:42:48,25.69890382,-100.36984010,5,620.000,,14.160,324,12,18,,
T,2020-09-20 02:42:49,25.69900881,-100.36992543,5,619.000,,14.230,322,12,18,,
