type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2020-09-20 01:46:29,25.70060331,-100.36399674,5,582.000,,17.840,121,13,18,,
T,2020-09-20 01:46:30,25.70052355,-100.36384233,5,582.000,,18.040,121,13,18,,
T,2020-09-20 01:46:31,25.70044421,-100.36368424,5,581.000,,18.290,121,13,18,,
T,2020-09-20 01:46:32,25.70035538,-100.36353272,5,580.000,,18.470,121,13,18,,
T,2020-09-20 01:46:33,25.70026900,-100.36337130,5,579.000,,18.650,121,13,18,,
T,2020-09-20 01:46:34,25.70018027,-100.36320825,5,577.000,,18.820,121,13,18,,
T,2020-09-20 01:46:35,25.70009026,-100.36304176,5,576.000,,18.980,121,13,18,,
T,2020-09-20 01:46:36,25.70000006,-100.36287879,5,576.000,,19.010,121,13,18,,
T,2020-09-20 01:46:37,25.69991727,-100.36271311,5,575.000,,18.890,119,13,18,,
T,2020-09-20 01:46:38,25.69983362,-100.36254946,8,574.000,,18.870,119,12,18,,
T,2020-09-20 01:46:41,25.69956228,-100.36199204,12,573.000,,20.290,119,11,18,,
T,2020-09-20 01:46:42,25.69943383,-100.36184628,6,575.000,,19.630,120,11,18,,
T,2020-09-20 01:46:43,25.69935317,-100.36167426,5,574.000,,19.470,120,11,18,,
T,2020-09-20 01:46:44,25.69928150,-100.36150348,5,575.000,,19.310,120,11,18,,
T,2020-09-20 01:46:45,25.69918777,-100.36135649,5,574.000,,19.130,120,10,18,,
T,2020-09-20 01:46:46,25.69911256,-100.36119276,5,574.000,,18.990,120,11,18,,
T,2020-09-20 01:46:47,25.69903556,-100.36102546,5,575.000,,18.830,121,11,18,,
T,2020-09-20 01:46:48,25.69894839,-100.36086546,5,574.000,,18.640,121,11,18,,
T,2020-09-20 01:46:49,25.69885971,-100.36070742,5,574.000,,18.460,121,11,18,,
T,2020-09-20 01:46:50,25.69877279,-100.36054771,5,574.000,,18.330,121,11,18,,
T,2020-09-20 01:46:51,25.69868710,-100.36039738,5,574.000,,18.190,121,12,18,,
T,2020-09-20 01:46:52,25.69860077,-100.36024374,5,575.000,,18.020,121,12,18,,
T,2020-09-20 01:46:53,25.69851871,-100.36008888,5,575.000,,17.900,121,12,18,,
T,2020-09-20 01:46:54,25.69843611,-100.35993550,5,574.000,,17.860,122,13,18,,
T,2020-09-20 01:46:55,25.69835044,-100.35978047,5,575.000,,18.000,122,13,18,,
T,2020-09-20 01:46:56,25.69826014,-100.35963562,5,574.000,,18.120,122,13,18,,
T,2020-09-20 01:46:57,25.69817045,-100.35947784,5,573.000,,18.390,121,13,18,,
T,2020-09-20 01:46:58,25.69808523,-100.35932233,5,572.000,,18.560,121,13,18,,
T,2020-09-20 01:46:59,25.69799698,-100.35916293,5,571.000,,18.810,121,13,18,,
T,2020-09-20 01:47:00,25.69790869,-100.35899562,5,570.000,,19.130,120,13,18,,
T,2020-09-20 01:47:01,25.69782089,-100.35882614,5,568.000,,19.580,121,13,18,,
T,2020-09-20 01:47:02,25.69772783,-100.35865452,5,567.000,,19.900,121,13,18,,
T,2020-09-20 01:47:03,25.69763659,-100.35848476,5,566.000,,20.070,121,13,18,,
T,2020-09-20 01:47:04,25.69754490,-100.35831282,5,565.000,,20.240,121,13,18,,
T,2020-09-20 01:47:05,25.69745056,-100.35813861,5,563.000,,20.390,121,13,18,,
T,2020-09-20 01:47:06,25.69736064,-100.35795647,5,563.000,,20.630,120,13,18,,
T,2020-09-20 01:47:07,25.69727171,-100.35777392,5,562.000,,20.690,119,13,18,,
T,2020-09-20 01:47:08,25.69719293,-100.35758714,5,561.000,,20.680,115,12,18,,
T,2020-09-20 01:47:09,25.69711026,-100.35739644,5,560.000,,21.340,115,12,18,,
T,2020-09-20 01:47:10,25.69702792,-100.35719339,6,559.000,,21.970,114,11,18,,
T,2020-09-20 01:47:11,25.69694515,-100.35699128,9,559.000,,21.910,114,11,18,,
T,2020-09-20 01:47:12,25.69691264,-100.35680705,12,559.000,,20.580,111,11,18,,
T,2020-09-20 01:47:13,25.69695560,-100.35661729,8,558.000,,19.440,101,11,18,,
T,2020-09-20 01:47:14,25.69695462,-100.35640979,5,558.000,,19.160,95,11,18,,
T,2020-09-20 01:47:15,25.69694088,-100.35623442,5,559.000,,18.670,92,11,18,,
T,2020-09-20 01:47:16,25.69693687,-100.35605157,5,560.000,,18.090,91,11,18,,
T,2020-09-20 01:47:17,25.69694466,-100.35587672,5,560.000,,17.590,91,11,18,,
T,2020-09-20 01:47:18,25.69693949,-100.35570841,5,560.000,,17.220,90,11,18,,
T,2020-09-20 01:47:19,25.69693575,-100.35554127,5,560.000,,16.890,91,12,18,,
T,2020-09-20 01:47:20,25.69693906,-100.35537632,5,560.000,,16.510,91,12,18,,
T,2020-09-20 01:47:21,25.69694121,-100.35521795,5,560.000,,16.260,91,12,18,,
T,2020-09-20 01:47:22,25.69693491,-100.35505551,5,560.000,,16.090,93,12,18,,
T,2020-09-20 01:47:23,25.69692962,-100.35490188,5,560.000,,15.970,95,13,18,,
T,2020-09-20 01:47:24,25.69691842,-100.35474506,5,559.000,,15.860,95,13,18,,
T,2020-09-20 01:47:25,25.69690846,-100.35458790,5,559.000,,15.740,95,13,18,,
T,2020-09-20 01:47:26,25.69689951,-100.35443091,5,559.000,,15.620,95,13,18,,
T,2020-09-20 01:47:27,25.69688812,-100.35427714,5,559.000,,15.440,94,13,18,,
T,2020-09-20 01:47:28,25.69687909,-100.35412417,5,559.000,,15.280,94,13,18,,
T,2020-09-20 01:47:29,25.69687466,-100.35397685,5,558.000,,15.110,92,13,18,,
T,2020-09-20 01:47:30,25.69686820,-100.35383717,5,557.000,,14.920,91,13,18,,
T,2020-09-20 01:47:31,25.69687019,-100.35369018,5,557.000,,14.780,91,13,18,,
T,2020-09-20 01:47:32,25.69686745,-100.35354992,5,557.000,,14.470,90,13,18,,
T,2020-09-20 01:47:33,25.69686108,-100.35341574,5,556.000,,13.870,91,13,18,,
T,2020-09-20 01:47:34,25.69685772,-100.35328043,5,556.000,,13.190,92,13,18,,
T,2020-09-20 01:47:35,25.69685756,-100.35315470,5,556.000,,12.800,92,13,18,,
T,2020-09-20 01:47:36,25.69684908,-100.35302931,5,555.000,,12.730,93,13,18,,
T,2020-09-20 01:47:37,25.69684611,-100.35290958,5,555.000,,12.190,93,13,18,,
T,2020-09-20 01:47:38,25.69684278,-100.35278620,5,554.000,,12.350,92,13,18,,
T,2020-09-20 01:47:39,25.69683852,-100.35267190,5,553.000,,12.390,91,13,18,,
T,2020-09-20 01:47:40,25.69683773,-100.35255047,5,552.000,,12.300,90,13,18,,
T,2020-09-20 01:47:41,25.69683951,-100.35242696,5,553.000,,12.720,89,13,18,,
T,2020-09-20 01:47:42,25.69684413,-100.35229901,5,553.000,,12.850,89,13,18,,
T,2020-09-20 01:47:43,25.69684667,-100.35216868,5,553.000,,12.950,89,13,18,,
T,2020-09-20 01:47:44,25.69685452,-100.35204289,5,552.000,,12.800,88,13,18,,
T,2020-09-20 01:47:45,25.69685951,-100.35192292,5,552.000,,12.030,87,13,18,,
T,2020-09-20 01:47:46,25.69687043,-100.35181134,5,553.000,,10.930,87,13,18,,
T,2020-09-20 01:47:47,25.69687626,-100.35171292,5,553.000,,9.820,87,13,18,,
T,2020-09-20 01:47:48,25.69687735,-100.35162716,5,554.000,,8.420,88,13,18,,
T,2020-09-20 01:47:49,25.69687345,-100.35155624,5,554.000,,7.320,93,13,18,,
T,2020-09-20 01:47:50,25.69685272,-100.35149205,5,554.000,,6.790,105,13,18,,
T,2020-09-20 01:47:51,25.69682015,-100.35143794,5,554.000,,6.480,124,13,18,,
T,2020-09-20 01:47:52,25.69677507,-100.35140048,5,555.000,,6.290,145,13,18,,
T,2020-09-20 01:47:53,25.69672199,-100.35137879,5,555.000,,6.140,158,13,18,,
T,2020-09-20 01:47:54,25.69665593,-100.35138259,5,555.000,,7.000,179,13,18,,
T,2020-09-20 01:47:55,25.69658655,-100.35138348,5,555.000,,7.630,180,13,18,,
T,2020-09-20 01:47:56,25.69650196,-100.35138949,5,554.000,,8.740,181,13,18,,
T,2020-09-20 01:47:57,25.69641404,-100.35139064,5,554.000,,9.700,181,13,18,,
T,2020-09-20 01:47:58,25.69631988,-100.35139395,5,554.000,,10.290,180,13,18,,
T,2020-09-20 01:47:59,25.69622326,-100.35139569,5,554.000,,10.730,180,13,18,,
T,2020-09-20 01:48:00,25.69611371,-100.35140168,5,553.000,,11.640,181,13,18,,
T,2020-09-20 01:48:01,25.69600159,-100.35140467,5,552.000,,12.230,180,12,18,,
T,2020-09-20 01:48:02,25.69588592,-100.35140982,5,551.000,,12.610,181,12,18,,
T,2020-09-20 01:48:03,25.69577602,-100.35140796,5,551.000,,12.490,181,12,18,,
T,2020-09-20 01:48:04,25.69566271,-100.35141116,5,550.000,,12.530,180,12,18,,
T,2020-09-20 01:48:05,25.69555136,-100.35141231,5,550.000,,12.630,181,13,18,,
T,2020-09-20 01:48:06,25.69543476,-100.35141886,5,552.000,,12.650,181,13,18,,
T,2020-09-20 01:48:07,25.69531683,-100.35142618,5,553.000,,12.770,181,13,18,,
T,2020-09-20 01:48:08,25.69519938,-100.35142952,5,555.000,,12.790,180,13,18,,
T,2020-09-20 01:48:09,25.69508196,-100.35143039,5,556.000,,12.930,180,13,18,,
T,2020-09-20 01:48:10,25.69496514,-100.35142876,5,557.000,,12.940,180,13,18,,
T,2020-09-20 01:48:11,25.69484687,-100.35142495,5,557.000,,13.090,180,12,18,,
T,2020-09-20 01:48:12,25.69472613,-100.35142513,5,557.000,,13.160,180,12,18,,
T,2020-09-20 01:48:13,25.69460065,-100.35143427,5,556.000,,13.490,181,12,18,,
T,2020-09-20 01:48:14,25.69447850,-100.35143446,5,556.000,,13.540,181,12,18,,
T,2020-09-20 01:48:15,25.69435102,-100.35143957,5,556.000,,13.950,182,12,18,,
T,2020-09-20 01:48:16,25.69422143,-100.35144891,5,556.000,,14.380,181,12,18,,
T,2020-09-20 01:48:17,25.69408898,-100.35145111,5,556.000,,14.790,182,12,18,,
T,2020-09-20 01:48:18,25.69395109,-100.35145415,5,556.000,,15.360,181,12,18,,
T,2020-09-20 01:48:19,25.69380878,-100.35146079,5,556.000,,15.710,182,12,18,,
T,2020-09-20 01:48:20,25.69366252,-100.35146360,5,555.000,,16.100,182,13,18,,
T,2020-09-20 01:48:21,25.69351276,-100.35146919,5,555.000,,16.530,182,13,18,,
T,2020-09-20 01:48:22,25.69336174,-100.35147692,5,556.000,,16.930,182,13,18,,
T,2020-09-20 01:48:23,25.69320747,-100.35148726,5,557.000,,17.230,182,13,18,,
T,2020-09-20 01:48:24,25.69304590,-100.35149587,5,557.000,,17.550,183,13,18,,
T,2020-09-20 01:48:25,25.69288461,-100.35150920,5,557.000,,17.810,183,13,18,,
T,2020-09-20 01:48:26,25.69272454,-100.35151811,5,557.000,,17.930,183,12,18,,
T,2020-09-20 01:48:27,25.69255953,-100.35152793,5,556.000,,18.020,183,13,18,,
T,2020-09-20 01:48:28,25.69239839,-100.35153530,5,556.000,,18.050,183,13,18,,
T,2020-09-20 01:48:29,25.69223276,-100.35154357,5,555.000,,18.090,183,13,18,,
T,2020-09-20 01:48:30,25.69206718,-100.35155006,5,555.000,,17.960,182,13,18,,
T,2020-09-20 01:48:31,25.69190014,-100.35156168,5,555.000,,18.140,183,13,18,,
T,2020-09-20 01:48:32,25.69173148,-100.35157195,5,555.000,,18.200,184,13,18,,
T,2020-09-20 01:48:33,25.69157225,-100.35158720,5,555.000,,18.160,183,12,18,,
T,2020-09-20 01:48:34,25.69141061,-100.35159697,5,555.000,,18.130,183,12,18,,
T,2020-09-20 01:48:35,25.69125090,-100.35160749,5,555.000,,18.110,183,12,18,,
T,2020-09-20 01:48:36,25.69108969,-100.35161709,5,556.000,,18.080,183,13,18,,
T,2020-09-20 01:48:37,25.69092406,-100.35162401,5,556.000,,18.010,183,13,18,,
T,2020-09-20 01:48:38,25.69076034,-100.35163848,5,556.000,,18.060,183,13,18,,
T,2020-09-20 01:48:39,25.69059590,-100.35164920,5,557.000,,18.180,183,13,18,,
T,2020-09-20 01:48:40,25.69043006,-100.35165872,5,558.000,,18.250,183,13,18,,
T,2020-09-20 01:48:41,25.69026620,-100.35166402,5,558.000,,18.170,183,13,18,,
T,2020-09-20 01:48:42,25.69010275,-100.35167115,5,558.000,,18.030,183,13,18,,
T,2020-09-20 01:48:43,25.68994451,-100.35168006,5,559.000,,17.810,183,13,18,,
T,2020-09-20 01:48:44,25.68978645,-100.35169001,5,560.000,,17.730,183,13,18,,
T,2020-09-20 01:48:45,25.68962851,-100.35169606,5,560.000,,17.460,183,13,18,,
T,2020-09-20 01:48:46,25.68947125,-100.35170355,5,561.000,,17.210,183,13,18,,
T,2020-09-20 01:48:47,25.68931418,-100.35170694,5,561.000,,16.990,183,13,18,,
T,2020-09-20 01:48:48,25.68915869,-100.35171568,5,561.000,,16.760,183,12,18,,
T,2020-09-20 01:48:49,25.68900785,-100.35172060,5,562.000,,16.540,183,12,18,,
T,2020-09-20 01:48:50,25.68885780,-100.35172968,5,562.000,,16.600,183,12,18,,
T,2020-09-20 01:48:51,25.68870969,-100.35173299,5,562.000,,16.570,183,12,18,,
T,2020-09-20 01:48:52,25.68855746,-100.35173975,5,562.000,,16.570,183,12,18,,
T,2020-09-20 01:48:53,25.68840361,-100.35175245,5,562.000,,16.610,183,12,18,,
T,2020-09-20 01:48:54,25.68825104,-100.35175843,5,562.000,,16.790,183,12,18,,
T,2020-09-20 01:48:55,25.68809701,-100.35176947,5,562.000,,16.910,183,12,18,,
T,2020-09-20 01:48:56,25.68794965,-100.35178052,5,561.000,,17.090,183,12,18,,
T,2020-09-20 01:48:57,25.68779386,-100.35178972,5,561.000,,17.270,183,12,18,,
T,2020-09-20 01:48:58,25.68763666,-100.35179380,5,561.000,,17.360,182,12,18,,
T,2020-09-20 01:48:59,25.68747894,-100.35180510,5,560.000,,17.730,183,12,18,,
T,2020-09-20 01:49:00,25.68731886,-100.35181441,5,559.000,,17.900,183,12,18,,
T,2020-09-20 01:49:01,25.68715516,-100.35182750,5,558.000,,18.160,183,12,18,,
T,2020-09-20 01:49:02,25.68699105,-100.35183909,5,558.000,,18.370,183,12,18,,
T,2020-09-20 01:49:03,25.68682423,-100.35185305,5,558.000,,18.390,183,12,18,,
T,2020-09-20 01:49:04,25.68665906,-100.35186278,5,557.000,,18.350,183,13,18,,
T,2020-09-20 01:49:05,25.68649557,-100.35187136,5,557.000,,18.300,183,13,18,,
T,2020-09-20 01:49:06,25.68633210,-100.35188246,5,556.000,,18.130,183,13,18,,
T,2020-09-20 01:49:07,25.68616760,-100.35189411,5,556.000,,18.050,184,13,18,,
T,2020-09-20 01:49:08,25.68600845,-100.35190321,5,556.000,,17.890,184,13,18,,
T,2020-09-20 01:49:09,25.68585207,-100.35191260,5,557.000,,17.630,183,13,18,,
T,2020-09-20 01:49:10,25.68569196,-100.35192139,5,557.000,,17.480,183,12,18,,
T,2020-09-20 01:49:11,25.68553445,-100.35193138,5,557.000,,17.420,183,13,18,,
T,2020-09-20 01:49:12,25.68538403,-100.35193945,5,557.000,,17.280,183,13,18,,
T,2020-09-20 01:49:13,25.68522439,-100.35194961,5,557.000,,17.390,183,13,18,,
T,2020-09-20 01:49:14,25.68506605,-100.35195893,5,557.000,,17.440,183,13,18,,
T,2020-09-20 01:49:15,25.68491021,-100.35196596,5,557.000,,17.590,183,13,18,,
T,2020-09-20 01:49:16,25.68475000,-100.35197349,5,556.000,,17.720,183,13,18,,
T,2020-09-20 01:49:17,25.68459140,-100.35198234,5,556.000,,17.860,183,12,18,,
T,2020-09-20 01:49:18,25.68443412,-100.35199363,5,556.000,,17.960,183,12,18,,
T,2020-09-20 01:49:19,25.68427406,-100.35200386,5,555.000,,18.050,183,12,18,,
T,2020-09-20 01:49:20,25.68410551,-100.35200578,5,555.000,,18.930,181,12,18,,
T,2020-09-20 01:49:21,25.68393421,-100.35200859,5,555.000,,18.910,181,12,18,,
T,2020-09-20 01:49:22,25.68376184,-100.35201586,8,555.000,,18.980,182,12,18,,
T,2020-09-20 01:49:23,25.68360454,-100.35202820,11,555.000,,18.490,182,12,18,,
T,2020-09-20 01:49:24,25.68346262,-100.35204262,6,557.000,,17.600,184,12,18,,
T,2020-09-20 01:49:25,25.68330337,-100.35205694,5,557.000,,17.330,184,12,18,,
T,2020-09-20 01:49:26,25.68315270,-100.35206558,5,558.000,,16.790,183,11,18,,
T,2020-09-20 01:49:27,25.68300780,-100.35208230,5,559.000,,16.150,183,12,18,,
T,2020-09-20 01:49:28,25.68286494,-100.35209174,5,559.000,,15.690,183,12,18,,
T,2020-09-20 01:49:29,25.68272844,-100.35210232,5,560.000,,15.000,183,12,18,,
T,2020-09-20 01:49:30,25.68259149,-100.35211282,5,561.000,,14.750,183,12,18,,
T,2020-09-20 01:49:31,25.68245556,-100.35211905,5,562.000,,14.860,182,13,18,,
T,2020-09-20 01:49:32,25.68232112,-100.35212722,5,563.000,,14.870,182,13,18,,
T,2020-09-20 01:49:33,25.68218983,-100.35213335,5,563.000,,14.820,182,13,18,,
T,2020-09-20 01:49:34,25.68205438,-100.35214278,5,562.000,,14.850,183,13,18,,
T,2020-09-20 01:49:35,25.68192100,-100.35214744,5,562.000,,15.100,184,13,18,,
T,2020-09-20 01:49:36,25.68178141,-100.35215532,5,561.000,,15.500,183,13,18,,
T,2020-09-20 01:49:37,25.68163886,-100.35216118,5,560.000,,15.860,183,13,18,,
T,2020-09-20 01:49:38,25.68149323,-100.35216845,5,559.000,,16.090,183,13,18,,
T,2020-09-20 01:49:39,25.68134502,-100.35217549,5,559.000,,16.190,183,13,18,,
T,2020-09-20 01:49:40,25.68120107,-100.35218009,5,558.000,,15.950,182,13,18,,
T,2020-09-20 01:49:41,25.68105743,-100.35218595,6,557.000,,15.930,182,13,18,,
T,2020-09-20 01:49:42,25.68093283,-100.35220637,8,557.000,,14.930,186,13,18,,
T,2020-09-20 01:49:43,25.68083014,-100.35222255,6,557.000,,13.940,188,13,18,,
T,2020-09-20 01:49:44,25.68069978,-100.35224202,8,557.000,,14.150,188,13,18,,
T,2020-09-20 01:49:45,25.68055298,-100.35224310,9,556.000,,15.010,185,13,18,,
T,2020-09-20 01:49:46,25.68039070,-100.35223542,6,557.000,,15.700,184,11,18,,
T,2020-09-20 01:49:47,25.68024326,-100.35222965,5,559.000,,15.590,184,11,18,,
T,2020-09-20 01:49:48,25.68009746,-100.35223504,5,560.000,,15.650,184,10,18,,
T,2020-09-20 01:49:49,25.67995606,-100.35224694,5,560.000,,15.510,183,11,18,,
T,2020-09-20 01:49:50,25.67981375,-100.35225631,5,562.000,,15.360,184,12,18,,
T,2020-09-20 01:49:51,25.67967515,-100.35227109,5,562.000,,15.080,184,13,18,,
T,2020-09-20 01:49:52,25.67953949,-100.35228434,5,562.000,,14.780,183,13,18,,
T,2020-09-20 01:49:53,25.67940042,-100.35229496,5,563.000,,14.690,183,13,18,,
T,2020-09-20 01:49:54,25.67926560,-100.35230161,5,563.000,,14.630,183,13,18,,
T,2020-09-20 01:49:55,25.67913350,-100.35230821,5,563.000,,14.450,183,13,18,,
T,2020-09-20 01:49:56,25.67900378,-100.35231820,5,563.000,,14.350,183,13,18,,
T,2020-09-20 01:49:57,25.67887664,-100.35233010,5,564.000,,14.160,184,13,18,,
T,2020-09-20 01:49:58,25.67874727,-100.35233981,5,564.000,,14.140,183,13,18,,
T,2020-09-20 01:49:59,25.67861719,-100.35234790,5,565.000,,14.240,183,13,18,,
T,2020-09-20 01:50:00,25.67849177,-100.35235724,5,566.000,,14.120,183,13,18,,
T,2020-09-20 01:50:01,25.67836348,-100.35236983,5,566.000,,13.890,183,13,18,,
T,2020-09-20 01:50:02,25.67823675,-100.35237607,5,565.000,,13.560,183,13,18,,
T,2020-09-20 01:50:03,25.67810858,-100.35238324,5,566.000,,13.760,183,13,18,,
T,2020-09-20 01:50:04,25.67798238,-100.35238415,5,567.000,,13.950,182,12,18,,
T,2020-09-20 01:50:05,25.67785566,-100.35238478,5,567.000,,14.330,181,12,18,,
T,2020-09-20 01:50:06,25.67772608,-100.35238731,5,567.000,,14.680,181,12,18,,
T,2020-09-20 01:50:07,25.67759311,-100.35238326,5,568.000,,15.080,180,13,18,,
T,2020-09-20 01:50:08,25.67745617,-100.35238615,5,568.000,,15.330,181,13,18,,
T,2020-09-20 01:50:09,25.67731557,-100.35239075,5,568.000,,15.340,182,13,18,,
T,2020-09-20 01:50:10,25.67716125,-100.35239909,5,568.000,,16.200,183,13,18,,
T,2020-09-20 01:50:11,25.67701919,-100.35240772,5,567.000,,16.270,183,13,18,,
T,2020-09-20 01:50:12,25.67686708,-100.35242008,5,567.000,,16.340,183,13,18,,
T,2020-09-20 01:50:13,25.67671626,-100.35242852,5,566.000,,16.380,184,13,18,,
T,2020-09-20 01:50:14,25.67656569,-100.35243688,5,567.000,,16.370,183,13,18,,
T,2020-09-20 01:50:15,25.67641433,-100.35244029,5,566.000,,16.510,183,13,18,,
T,2020-09-20 01:50:16,25.67626006,-100.35244674,5,566.000,,16.600,183,13,18,,
T,2020-09-20 01:50:17,25.67610932,-100.35245840,5,566.000,,16.630,183,13,18,,
T,2020-09-20 01:50:18,25.67595563,-100.35247215,5,565.000,,16.680,183,13,18,,
T,2020-09-20 01:50:19,25.67580592,-100.35247722,5,565.000,,16.730,184,13,18,,
T,2020-09-20 01:50:20,25.67565445,-100.35248977,5,565.000,,16.790,184,13,18,,
T,2020-09-20 01:50:21,25.67550699,-100.35250029,5,565.000,,16.730,184,13,18,,
T,2020-09-20 01:50:22,25.67535923,-100.35251125,5,564.000,,16.810,185,13,18,,
T,2020-09-20 01:50:23,25.67521123,-100.35252378,5,564.000,,16.620,184,13,18,,
T,2020-09-20 01:50:24,25.67505939,-100.35253722,5,564.000,,16.740,185,13,18,,
T,2020-09-20 01:50:25,25.67491179,-100.35254728,5,564.000,,16.710,185,13,18,,
T,2020-09-20 01:50:26,25.67476506,-100.35255650,5,564.000,,16.640,184,13,18,,
T,2020-09-20 01:50:27,25.67461723,-100.35256551,5,564.000,,16.550,184,13,18,,
T,2020-09-20 01:50:28,25.67446975,-100.35257286,5,564.000,,16.260,183,13,18,,
T,2020-09-20 01:50:29,25.67433207,-100.35258212,5,564.000,,16.050,183,13,18,,
T,2020-09-20 01:50:30,25.67419477,-100.35259015,5,564.000,,15.770,183,13,18,,
T,2020-09-20 01:50:31,25.67405600,-100.35259960,5,564.000,,15.520,183,13,18,,
T,2020-09-20 01:50:32,25.67392219,-100.35260920,5,564.000,,15.160,183,13,18,,
T,2020-09-20 01:50:33,25.67378737,-100.35261625,5,564.000,,14.900,183,13,18,,
T,2020-09-20 01:50:34,25.67365556,-100.35263225,5,563.000,,14.480,184,13,18,,
T,2020-09-20 01:50:35,25.67353015,-100.35263886,5,563.000,,14.040,184,13,18,,
T,2020-09-20 01:50:36,25.67340732,-100.35265117,5,563.000,,13.680,185,13,18,,
T,2020-09-20 01:50:37,25.67328662,-100.35266984,5,563.000,,13.700,188,13,18,,
T,2020-09-20 01:50:38,25.67316335,-100.35269217,5,563.000,,13.990,189,13,18,,
T,2020-09-20 01:50:39,25.67303807,-100.35271948,5,562.000,,14.220,191,13,18,,
T,2020-09-20 01:50:40,25.67291210,-100.35275273,5,561.000,,14.190,193,13,18,,
T,2020-09-20 01:50:41,25.67278904,-100.35278807,5,561.000,,14.050,195,13,18,,
T,2020-09-20 01:50:42,25.67266622,-100.35282684,5,560.000,,13.950,197,12,18,,
T,2020-09-20 01:50:43,25.67254443,-100.35287077,5,560.000,,13.870,198,12,18,,
T,2020-09-20 01:50:44,25.67242786,-100.35291160,5,560.000,,13.640,199,12,18,,
T,2020-09-20 01:50:45,25.67231455,-100.35295496,5,560.000,,13.300,199,13,18,,
T,2020-09-20 01:50:46,25.67222002,-100.35298828,5,559.000,,11.380,198,12,18,,
T,2020-09-20 01:50:47,25.67213450,-100.35301726,5,559.000,,10.090,198,12,18,,
T,2020-09-20 01:50:48,25.67205643,-100.35304963,5,559.000,,9.640,200,12,18,,
T,2020-09-20 01:50:49,25.67197303,-100.35308553,5,560.000,,9.890,201,12,18,,
T,2020-09-20 01:50:50,25.67188359,-100.35312489,5,560.000,,10.620,202,12,18,,
T,2020-09-20 01:50:51,25.67178931,-100.35316884,5,560.000,,11.430,203,12,18,,
T,2020-09-20 01:50:52,25.67168744,-100.35321517,5,560.000,,12.200,202,12,18,,
T,2020-09-20 01:50:53,25.67157990,-100.35326099,5,560.000,,12.800,201,12,18,,
T,2020-09-20 01:50:54,25.67146715,-100.35330889,5,560.000,,12.900,201,12,18,,
T,2020-09-20 01:50:55,25.67136582,-100.35335210,5,560.000,,12.210,201,12,18,,
T,2020-09-20 01:50:56,25.67127838,-100.35339379,5,560.000,,10.810,201,12,18,,
T,2020-09-20 01:50:57,25.67118817,-100.35343620,5,560.000,,10.610,202,12,18,,
T,2020-09-20 01:50:58,25.67111244,-100.35348256,6,560.000,,9.630,206,12,18,,
T,2020-09-20 01:50:59,25.67103866,-100.35352784,8,559.000,,9.770,211,12,18,,
T,2020-09-20 01:51:00,25.67098057,-100.35358964,9,559.000,,9.320,218,12,18,,
T,2020-09-20 01:51:01,25.67104374,-100.35369948,6,559.000,,8.380,259,13,18,,
T,2020-09-20 01:51:02,25.67105490,-100.35379487,5,559.000,,9.030,278,13,18,,
T,2020-09-20 01:51:03,25.67108832,-100.35388357,5,559.000,,9.440,287,13,18,,
T,2020-09-20 01:51:04,25.67112204,-100.35397687,5,559.000,,9.870,293,13,17,,
T,2020-09-20 01:51:05,25.67116392,-100.35407634,5,559.000,,10.640,295,13,16,,
